combination_woo_id,combination_parent_woo_id,combination_sku,combination_name,woo_status,regular_price,sale_price,effective_price,price_missing,primary_component_rows,all_evidence_rows,distinct_component_count,component_skus,component_quantities,component_item_ids,component_woo_ids,exact_primary_edges,blocked_primary_edges,original_status,operational_status,quarantine_group_ids,quarantine_reason,quarantine_status,worker_review_status
11722,11716,0201001|0201001|1249001|1249001|0609011|0609011-1,"Crudo, Crudo, Azul, Azul",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0609011 | 0609011-1 | 1249001,0201001=2 | 0609011-1=1 | 0609011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11723,11716,0201001|0201001|1244001|1249001-1,"Negro, Crudo, Sin funda, Sin funda",publish,625,499.99,499.99,NO,3,3,3,0201001 | 1244001 | 1249001-1,0201001=2 | 1244001=1 | 1249001-1=1,1244001 | 201001,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
11724,11716,0201001|0201001|1249001|1249001|0608011|0608011-1,"Crudo, Crudo, Crudo, Crudo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0608011 | 0608011-1 | 1249001,0201001=2 | 0608011-1=1 | 0608011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11725,11716,0201001|0201001|1249001|1249001|0606011|0606011-1,"Crudo, Crudo, Granate, Granate",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0606011 | 0606011-1 | 1249001,0201001=2 | 0606011-1=1 | 0606011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11726,11716,0201001|0201001|1244001|1245001-1,"Negro, Rojo, Sin funda, Sin funda",publish,625,499.99,499.99,NO,3,3,3,0201001 | 1244001 | 1245001-1,0201001=2 | 1244001=1 | 1245001-1=1,1244001 | 201001,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
11727,11716,0201001|0201001|1249001|1249001|0616011|0616011-1,"Crudo, Crudo, Negro, Negro",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0616011 | 0616011-1 | 1249001,0201001=2 | 0616011-1=1 | 0616011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11728,11716,0201001|0201001|1249001|1249001|0607011|0607011-1,"Crudo, Crudo, Rojo, Rojo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0607011 | 0607011-1 | 1249001,0201001=2 | 0607011-1=1 | 0607011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11729,11716,0201001|0201001|1245001|1249001-1,"Rojo, Crudo, Sin funda, Sin funda",publish,625,499.99,499.99,NO,3,3,3,0201001 | 1245001 | 1249001-1,0201001=2 | 1245001=1 | 1249001-1=1,1245001 | 201001,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
11730,11716,0201001|0201001|1249001|1249001|0615011|0609011-1,"Crudo, Crudo, Amarillo, Azul",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0609011-1 | 0615011 | 1249001,0201001=2 | 0609011-1=1 | 0615011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11731,11716,0201001|0201001|1245001|1244001-1,"Rojo, Negro, Sin funda, Sin funda",publish,625,499.99,499.99,NO,3,3,3,0201001 | 1244001-1 | 1245001,0201001=2 | 1244001-1=1 | 1245001=1,1245001 | 201001,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
11732,11716,0201001|0201001|1249001|1249001|0615011|0608011-1,"Crudo, Crudo, Amarillo, Crudo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0608011-1 | 0615011 | 1249001,0201001=2 | 0608011-1=1 | 0615011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11733,11716,0201001|0201001|1249001|1249001|0615011|0606011-1,"Crudo, Crudo, Amarillo, Granate",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0606011-1 | 0615011 | 1249001,0201001=2 | 0606011-1=1 | 0615011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11734,11716,0201001|0201001|1249001|1249001|0615011|0616011-1,"Crudo, Crudo, Amarillo, Negro",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0615011 | 0616011-1 | 1249001,0201001=2 | 0615011=1 | 0616011-1=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11735,11716,0201001|0201001|1249001|1249001|0615011|0607011-1,"Crudo, Crudo, Amarillo, Rojo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0607011-1 | 0615011 | 1249001,0201001=2 | 0607011-1=1 | 0615011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11736,11716,0201001|0201001|1249001|1249001|0609011|0615011-1,"Crudo, Crudo, Azul, Amarillo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0609011 | 0615011-1 | 1249001,0201001=2 | 0609011=1 | 0615011-1=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11737,11716,0201001|0201001|1249001|1249001|0609011|0608011-1,"Crudo, Crudo, Azul, Crudo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0608011-1 | 0609011 | 1249001,0201001=2 | 0608011-1=1 | 0609011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11738,11716,0201001|0201001|1249001|1249001|0609011|0606011-1,"Crudo, Crudo, Azul, Granate",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0606011-1 | 0609011 | 1249001,0201001=2 | 0606011-1=1 | 0609011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11739,11716,0201001|0201001|1249001|1249001|0609011|0616011-1,"Crudo, Crudo, Azul, Negro",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0609011 | 0616011-1 | 1249001,0201001=2 | 0609011=1 | 0616011-1=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11740,11716,0201001|0201001|1249001|1249001|0609011|0607011-1,"Crudo, Crudo, Azul, Rojo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0607011-1 | 0609011 | 1249001,0201001=2 | 0607011-1=1 | 0609011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11741,11716,0201001|0201001|1249001|1249001|0608011|0615011-1,"Crudo, Crudo, Crudo, Amarillo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0608011 | 0615011-1 | 1249001,0201001=2 | 0608011=1 | 0615011-1=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11742,11716,0201001|0201001|1249001|1249001|0608011|0609011-1,"Crudo, Crudo, Crudo, Azul",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0608011 | 0609011-1 | 1249001,0201001=2 | 0608011=1 | 0609011-1=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11743,11716,0201001|0201001|1249001|1249001|0608011|0606011-1,"Crudo, Crudo, Crudo, Granate",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0606011-1 | 0608011 | 1249001,0201001=2 | 0606011-1=1 | 0608011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11744,11716,0201001|0201001|1249001|1249001|0608011|0616011-1,"Crudo, Crudo, Crudo, Negro",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0608011 | 0616011-1 | 1249001,0201001=2 | 0608011=1 | 0616011-1=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11745,11716,0201001|0201001|1249001|1249001|0608011|0607011-1,"Crudo, Crudo, Crudo, Rojo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0607011-1 | 0608011 | 1249001,0201001=2 | 0607011-1=1 | 0608011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11746,11716,0201001|0201001|1249001|1249001|0606011|0615011-1,"Crudo, Crudo, Granate, Amarillo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0606011 | 0615011-1 | 1249001,0201001=2 | 0606011=1 | 0615011-1=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11747,11716,0201001|0201001|1249001|1249001|0606011|0609011-1,"Crudo, Crudo, Granate, Azul",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0606011 | 0609011-1 | 1249001,0201001=2 | 0606011=1 | 0609011-1=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11748,11716,0201001|0201001|1249001|1249001|0606011|0608011-1,"Crudo, Crudo, Granate, Crudo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0606011 | 0608011-1 | 1249001,0201001=2 | 0606011=1 | 0608011-1=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11749,11716,0201001|0201001|1249001|1249001|0606011|0616011-1,"Crudo, Crudo, Granate, Negro",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0606011 | 0616011-1 | 1249001,0201001=2 | 0606011=1 | 0616011-1=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11750,11716,0201001|0201001|1249001|1249001|0606011|0607011-1,"Crudo, Crudo, Granate, Rojo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0606011 | 0607011-1 | 1249001,0201001=2 | 0606011=1 | 0607011-1=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11751,11716,0201001|0201001|1249001|1249001|0616011|0615011-1,"Crudo, Crudo, Negro, Amarillo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0615011-1 | 0616011 | 1249001,0201001=2 | 0615011-1=1 | 0616011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11752,11716,0201001|0201001|1249001|1249001|0616011|0609011-1,"Crudo, Crudo, Negro, Azul",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0609011-1 | 0616011 | 1249001,0201001=2 | 0609011-1=1 | 0616011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11753,11716,0201001|0201001|1249001|1249001|0616011|0608011-1,"Crudo, Crudo, Negro, Crudo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0608011-1 | 0616011 | 1249001,0201001=2 | 0608011-1=1 | 0616011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11754,11716,0201001|0201001|1249001|1249001|0616011|0606011-1,"Crudo, Crudo, Negro, Granate",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0606011-1 | 0616011 | 1249001,0201001=2 | 0606011-1=1 | 0616011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11755,11716,0201001|0201001|1249001|1249001|0616011|0607011-1,"Crudo, Crudo, Negro, Rojo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0607011-1 | 0616011 | 1249001,0201001=2 | 0607011-1=1 | 0616011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11756,11716,0201001|0201001|1249001|1249001|0607011|0615011-1,"Crudo, Crudo, Rojo, Amarillo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0607011 | 0615011-1 | 1249001,0201001=2 | 0607011=1 | 0615011-1=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11757,11716,0201001|0201001|1249001|1249001|0607011|0609011-1,"Crudo, Crudo, Rojo, Azul",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0607011 | 0609011-1 | 1249001,0201001=2 | 0607011=1 | 0609011-1=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11758,11716,0201001|0201001|1249001|1249001|0607011|0608011-1,"Crudo, Crudo, Rojo, Crudo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0607011 | 0608011-1 | 1249001,0201001=2 | 0607011=1 | 0608011-1=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11759,11716,0201001|0201001|1249001|1249001|0607011|0606011-1,"Crudo, Crudo, Rojo, Granate",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0606011-1 | 0607011 | 1249001,0201001=2 | 0606011-1=1 | 0607011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
11760,11716,0201001|0201001|1249001|1249001|0607011|0616011-1,"Crudo, Crudo, Rojo, Negro",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0607011 | 0616011-1 | 1249001,0201001=2 | 0607011=1 | 0616011-1=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
