combination_woo_id,combination_parent_woo_id,combination_sku,combination_name,woo_status,regular_price,sale_price,effective_price,price_missing,primary_component_rows,all_evidence_rows,distinct_component_count,component_skus,component_quantities,component_item_ids,component_woo_ids,exact_primary_edges,blocked_primary_edges,original_status,operational_status,quarantine_group_ids,quarantine_reason
9442,3651,0502012|0728003|0619004,"Futón con una capa de látex, 150x200x14,5 cm, Beige jaspeado, Sin cajón",publish,884,842.78,842.78,NO,3,3,3,0502012 | 0619004 | 0728003,0502012=1 | 0619004=1 | 0728003=1,502012 | 619004 | 728003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
9443,3651,0502012|0730003|0619004,"Futón con dos capas de látex, 150x200x14,5 cm, Beige jaspeado, Sin cajón",publish,1080,944.14,944.14,NO,3,3,3,0502012 | 0619004 | 0730003,0502012=1 | 0619004=1 | 0730003=1,502012 | 619004 | 730003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
9447,3651,0502012|0730003|0617004,"Futón con dos capas de látex, 150x200x14,5 cm, Gris jaspeado, Sin cajón",publish,1080,944.14,944.14,NO,3,6,3,0502012 | 0617004 | 0730003,0502012=1 | 0617004=1 | 0730003=1,502012 | 617004 | 730003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
9448,3651,0502012|0730003|1002004|0619004,"Futón con dos capas de látex, 150x200x14,5 cm, Beige jaspeado, Con cajón",publish,1170,1081.14,1081.14,NO,4,4,4,0502012 | 0619004 | 0730003 | 1002004,0502012=1 | 0619004=1 | 0730003=1 | 1002004=1,1002004 | 502012 | 619004 | 730003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,
9452,3651,0502012|0728003|1002004|0619004,"Futón con una capa de látex, 150x200x14,5 cm, Beige jaspeado, Con cajón",publish,1106,979.78,979.78,NO,4,4,4,0502012 | 0619004 | 0728003 | 1002004,0502012=1 | 0619004=1 | 0728003=1 | 1002004=1,1002004 | 502012 | 619004 | 728003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,
9456,3650,0502002|0728007|0617002,"Futón con una capa de látex, 140x190x14,5 cm, Gris jaspeado",publish,939,831.42,831.42,NO,3,3,3,0502002 | 0617002 | 0728007,0502002=1 | 0617002=1 | 0728007=1,502002 | 617002 | 728007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
9457,3650,0502002|0730007|0617002,"Futón con dos capas de látex, 140x190x14,5 cm, Gris jaspeado",publish,1127,979.50,979.50,NO,3,3,3,0502002 | 0617002 | 0730007,0502002=1 | 0617002=1 | 0730007=1,502002 | 617002 | 730007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
9458,3652,0504011|0728002|0617002,"Futón con una capa de látex, 140x200x14,5 cm, Gris jaspeado",publish,895,810.42,810.42,NO,3,6,3,0504011 | 0617002 | 0728002,0504011=1 | 0617002=1 | 0728002=1,504011 | 617002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
9459,3652,0504011|0728002|0619002,"Futón con una capa de látex, 140x200x14,5 cm, Beige jaspeado",publish,895,810.42,810.42,NO,3,3,3,0504011 | 0619002 | 0728002,0504011=1 | 0619002=1 | 0728002=1,504011 | 619002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
9526,3651,0502012|0730003,"Futón con dos capas de látex, 150x200x14,5 cm, Sin funda, Sin cajón",publish,923,872.14,872.14,NO,2,4,2,0502012 | 0730003,0502012=1 | 0730003=1,502012 | 730003,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11119,3647,0504012|0724003|0619009,"Futón de algodón, 140x200x14,5 cm, Marrón",publish,899,787.90,787.90,NO,3,3,3,0504012 | 0619009 | 0724003,0504012=1 | 0619009=1 | 0724003=1,504012 | 619009 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11120,3647,0504012|0728002|0619009,"Futón con una capa de látex, 140x200x14,5 cm, Marrón",publish,943,871.90,871.90,NO,3,3,3,0504012 | 0619009 | 0728002,0504012=1 | 0619009=1 | 0728002=1,504012 | 619009 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11121,3647,0504012|0730002|0619009,"Futón con dos capas de látex, 140x200x14,5 cm, Marrón",publish,1147,991.90,991.90,NO,3,3,3,0504012 | 0619009 | 0730002,0504012=1 | 0619009=1 | 0730002=1,504012 | 619009 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11123,3650,0502002|0724008|0619009,"Futón de algodón, 140x190x14,5 cm, Marrón",publish,845,751.58,751.58,NO,3,3,3,0502002 | 0619009 | 0724008,0502002=1 | 0619009=1 | 0724008=1,502002 | 619009 | 724008,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11125,3650,0502002|0728007|0619009,"Futón con una capa de látex, 140x190x14,5 cm, Marrón",publish,939,831.42,831.42,NO,3,3,3,0502002 | 0619009 | 0728007,0502002=1 | 0619009=1 | 0728007=1,502002 | 619009 | 728007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11126,3650,0502002|0730007|0619009,"Futón con dos capas de látex, 140x190x14,5 cm, Marrón",publish,1127,979.50,979.50,NO,3,3,3,0502002 | 0619009 | 0730007,0502002=1 | 0619009=1 | 0730007=1,502002 | 619009 | 730007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11127,3652,0504011|0724003|0619009,"Futón de algodón, 140x200x14,5 cm, Marrón",publish,794,721.58,721.58,NO,3,3,3,0504011 | 0619009 | 0724003,0504011=1 | 0619009=1 | 0724003=1,504011 | 619009 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11128,3652,0504011|0728002|0619009,"Futón con una capa de látex, 140x200x14,5 cm, Marrón",publish,895,810.42,810.42,NO,3,3,3,0504011 | 0619009 | 0728002,0504011=1 | 0619009=1 | 0728002=1,504011 | 619009 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11129,3652,0504011|0730002|0619009,"Futón con dos capas de látex, 140x200x14,5 cm, Marrón",publish,1043,925.50,925.50,NO,3,3,3,0504011 | 0619009 | 0730002,0504011=1 | 0619009=1 | 0730002=1,504011 | 619009 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11131,3649,0502005|1249001|0619007,"Futón de algodón de colores individual, 80x200x13 cm, Crudo, Marrón",publish,525.72,494.82,494.82,NO,3,3,3,0502005 | 0619007 | 1249001,0502005=1 | 0619007=1 | 1249001=1,1249001 | 502005 | 619007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11132,3649,0502005|0727007|0619007,"Futón con una capa de látex, 80x200x13 cm, Marrón",publish,626,550.74,550.74,NO,3,3,3,0502005 | 0619007 | 0727007,0502005=1 | 0619007=1 | 0727007=1,502005 | 619007 | 727007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11133,3649,0502005|0730009|0619007,"Futón con dos capas de látex, 80x200x13 cm, Marrón",publish,697,604.94,604.94,NO,3,3,3,0502005 | 0619007 | 0730009,0502005=1 | 0619007=1 | 0730009=1,502005 | 619007 | 730009,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11135,3651,0502012|0728003|0619010,"Futón con una capa de látex, 150x200x14,5 cm, Marrón, Sin cajón",publish,884,842.78,842.78,NO,3,3,3,0502012 | 0619010 | 0728003,0502012=1 | 0619010=1 | 0728003=1,502012 | 619010 | 728003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11136,3651,0502012|0730003|0619010,"Futón con dos capas de látex, 150x200x14,5 cm, Marrón, Sin cajón",publish,980,944.14,944.14,NO,3,3,3,0502012 | 0619010 | 0730003,0502012=1 | 0619010=1 | 0730003=1,502012 | 619010 | 730003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11137,3651,0502012|0724004|0619010,"Futón de algodón, 150x200x14,5 cm, Marrón, Sin cajón",publish,818,730.78,730.78,NO,3,3,3,0502012 | 0619010 | 0724004,0502012=1 | 0619010=1 | 0724004=1,502012 | 619010 | 724004,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11139,3651,0502012|0730003|1002004|0619010,"Futón con dos capas de látex, 150x200x14,5 cm, Marrón, Con cajón",publish,1170,1081.14,1081.14,NO,4,4,4,0502012 | 0619010 | 0730003 | 1002004,0502012=1 | 0619010=1 | 0730003=1 | 1002004=1,1002004 | 502012 | 619010 | 730003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11140,3651,0502012|0728003|1002004|0619010,"Futón con una capa de látex, 150x200x14,5 cm, Marrón, Con cajón",publish,1106,979.78,979.78,NO,4,4,4,0502012 | 0619010 | 0728003 | 1002004,0502012=1 | 0619010=1 | 0728003=1 | 1002004=1,1002004 | 502012 | 619010 | 728003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11141,3651,0502012|0724004|1002004|0619010,"Futón de algodón, 150x200x14,5 cm, Marrón, Con cajón",publish,958,855.78,855.78,NO,4,4,4,0502012 | 0619010 | 0724004 | 1002004,0502012=1 | 0619010=1 | 0724004=1 | 1002004=1,1002004 | 502012 | 619010 | 724004,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11653,11652,1242002A|0609007B,Violeta,publish,248,169,169,NO,2,2,2,0609007B | 1242002A,0609007B=1 | 1242002A=1,,10035 | 9094,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11663,11662,0726007A|0606001A,"13 cm, 4 cm, 80x200x13 cm, Crudo",publish,334,226,226,NO,2,2,2,0606001A | 0726007A,0606001A=1 | 0726007A=1,,10406 | 10497,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11836,3649,0502005|1249001|0616007,"Futón de algodón de colores individual, 80x200x13 cm, Crudo, Negro",publish,525.72,494.82,494.82,NO,3,3,3,0502005 | 0616007 | 1249001,0502005=1 | 0616007=1 | 1249001=1,1249001 | 502005 | 616007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
11837,3649,0502005|1249001,"Futón de algodón de colores individual, 80x200x13 cm, Crudo, Sin funda",publish,450.90,417.82,417.82,NO,2,4,2,0502005 | 1249001,0502005=1 | 1249001=1,1249001 | 502005,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
13091,3657,0201011|0818001,Marrón Chocolate,publish,264,232,232,NO,2,2,2,0201011 | 0818001,0201011=1 | 0818001=1,201011 | 818001,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
13092,3658,0201001|0201001|1249001|1249001|0619007|0619007,"Crudo, Crudo, Marrón, Marrón",publish,950,749.90,749.90,NO,3,3,3,0201001 | 0619007 | 1249001,0201001=2 | 0619007=2 | 1249001=2,1249001 | 201001 | 619007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
